"","WINS","bt_H","bt_2B","bt_3B","bt_HR","bt_BB","bt_SO","br_SB","br_CS","ph_H","ph_HR","ph_BB","ph_SO","fd_E","fd_DP","bt_1B","BB"
"647",90,1554,210,113,14,524,319,246,193,1678,15,566,345,366,124,1217,0.925795053003534
"648",72,1556,207,97,38,388,476,213,97,1813,44,452,555,397,140,1214,0.858407079646018
"649",86,1630,266,107,33,470,575,168,72,1900,38,548,704,364,98,1224,0.857664233576642
"650",93,1410,200,97,22,422,511,190,117,1493,23,447,620,319,86,1091,0.94407158836689
"651",84,1483,169,107,29,460,528,192,123,1570,31,487,579,328,129,1178,0.944558521560575
"652",69,1285,150,76,17,424,444,182,112,1379,18,455,574,279,104,1042,0.931868131868132
"653",70,1298,133,95,16,394,429,167,117,1374,17,417,522,240,125,1054,0.94484412470024
"654",77,1166,136,81,15,391,741,206,171,1227,16,411,816,268,76,934,0.951338199513382
"655",79,1395,158,83,24,556,542,326,171,1467,25,585,570,306,108,1130,0.95042735042735
"656",79,1387,194,94,22,507,521,263,193,1469,23,537,552,262,108,1077,0.94413407821229
"657",68,1418,180,102,29,485,613,239,171,1501,31,514,649,266,110,1107,0.943579766536965
"658",63,1239,149,67,17,464,660,236,200,1303,18,488,694,330,119,1006,0.950819672131147
"659",75,1392,204,88,16,379,539,164,149,1464,17,399,567,236,156,1084,0.949874686716792
"660",64,1415,198,93,15,383,607,166,152,1498,16,406,643,241,133,1109,0.943349753694581
"661",82,1457,206,105,27,328,502,161,186,1533,28,345,528,260,126,1119,0.950724637681159
"662",86,1500,209,106,19,385,383,162,142,1898,24,487,485,243,161,1166,0.790554414784394
"663",111,1393,156,96,23,469,426,165,168,1612,27,543,493,176,113,1118,0.863720073664825
"664",87,1516,179,80,19,404,389,167,136,1605,20,428,412,212,132,1238,0.94392523364486
"665",74,1505,234,100,21,397,326,124,127,1594,22,420,345,204,147,1150,0.945238095238095
"666",90,1642,238,104,47,459,401,137,143,1727,49,483,422,216,155,1253,0.950310559006211
"667",96,1584,249,100,47,462,386,101,110,1666,49,486,406,212,151,1188,0.950617283950617
"668",88,1630,250,118,38,370,354,109,104,1726,40,392,375,230,150,1224,0.943877551020408
"669",85,1578,234,95,47,433,346,114,113,1671,50,458,366,215,170,1202,0.945414847161572
"670",79,1524,235,82,31,426,352,66,53,1614,33,451,373,175,169,1176,0.944567627494457
"671",83,1544,244,71,34,411,352,88,56,1646,36,438,375,173,207,1195,0.938356164383562
"672",69,1555,271,83,36,433,365,141,127,1636,38,455,384,170,156,1165,0.951648351648352
"673",62,1552,279,70,78,468,514,50,60,1633,82,492,541,169,173,1125,0.951219512195122
"674",61,1514,254,74,22,424,487,25,55,1593,23,446,512,174,204,1164,0.95067264573991
"675",63,1503,279,72,49,459,459,37,48,1581,52,483,483,187,136,1103,0.950310559006211
"676",62,1350,222,39,36,372,377,32,42,1439,38,396,402,189,148,1053,0.939393939393939
"677",56,1532,244,70,59,336,571,36,46,1644,63,360,613,194,146,1159,0.933333333333333
"678",72,1486,258,72,77,415,579,76,74,1573,82,439,613,216,147,1079,0.945330296127563
"679",78,1553,236,77,86,431,614,72,82,1634,90,453,646,201,158,1154,0.951434878587196
"680",59,1398,226,62,77,460,616,56,65,1471,81,484,648,219,146,1033,0.950413223140496
"681",89,1615,271,62,119,395,559,21,39,1744,129,427,604,183,144,1163,0.925058548009368
"682",102,1571,283,63,103,526,566,48,60,1653,108,553,595,167,179,1122,0.951175406871609
"683",106,1511,280,40,94,480,533,76,21,1600,100,508,564,124,167,1097,0.94488188976378
"684",93,1355,224,35,67,502,450,72,55,1425,70,528,473,158,155,1029,0.950757575757576
"685",81,1296,211,42,70,515,585,45,51,1381,75,549,623,187,168,973,0.938069216757741
"686",94,1410,241,33,54,445,411,54,42,1483,57,468,432,145,161,1082,0.950854700854701
"687",64,1385,232,27,59,412,560,75,38,1457,62,433,589,154,145,1067,0.951501154734411
"688",70,1328,217,35,68,519,635,86,69,1397,72,546,668,160,202,1008,0.950549450549451
"689",77,1443,255,45,100,567,558,48,42,1518,105,596,587,143,141,1043,0.951342281879195
"690",68,1340,234,39,110,506,620,44,51,1419,116,536,656,162,143,957,0.944029850746269
"691",65,1497,278,37,90,451,588,33,32,1575,95,474,619,143,158,1092,0.951476793248945
"692",70,1446,272,29,105,534,526,39,36,1531,111,565,557,148,140,1040,0.945132743362832
"693",72,1377,226,35,93,437,607,46,42,1449,98,460,639,147,148,1023,0.95
"694",73,1371,223,47,109,505,746,34,44,1442,115,531,785,113,153,992,0.951035781544256
"695",72,1469,200,36,175,510,737,26,21,1545,184,536,775,136,185,1058,0.951492537313433
"696",79,1498,227,29,190,585,691,54,38,1576,200,615,727,146,178,1052,0.951219512195122
"697",84,1527,264,35,197,574,791,54,38,1606,207,604,832,113,146,1031,0.950331125827815
"698",80,1430,255,42,129,602,805,64,40,1504,136,633,847,104,156,1004,0.951026856240126
"699",78,1523,271,36,169,525,803,68,29,1602,178,552,845,133,165,1047,0.951086956521739
"700",70,1393,242,42,147,539,903,77,39,1465,155,567,950,131,163,962,0.950617283950617
"701",98,1487,260,37,166,445,801,74,35,1564,175,468,843,141,130,1024,0.950854700854701
"702",98,1523,252,40,167,498,903,66,39,1523,167,498,903,143,144,1064,1
"703",86,1333,225,44,122,474,960,92,58,1333,122,474,960,135,127,942,1
"704",92,1383,220,38,130,457,974,90,36,1383,130,457,974,130,137,995,1
"705",89,1544,268,61,183,538,1003,82,40,1544,183,538,1003,117,142,1032,1
"706",77,1452,235,33,151,399,888,71,51,1470,153,404,899,124,135,1033,0.987623762376238
"707",87,1366,251,54,109,372,969,92,63,1366,109,372,969,121,124,952,1
"708",102,1498,253,45,191,547,984,115,52,1498,191,547,984,151,173,1009,1
"709",79,1306,203,28,138,438,907,59,33,1306,138,438,907,103,174,937,1
"710",99,1398,232,34,137,639,947,148,55,1398,137,639,947,115,162,995,1
"711",98,1437,271,35,135,693,940,146,49,1437,135,693,940,134,151,996,1
"712",108,1515,278,37,124,691,916,168,36,1515,124,691,916,102,173,1076,1
"713",102,1599,271,63,141,681,902,210,57,1599,141,681,902,102,157,1124,1
"714",88,1513,269,42,181,600,911,170,64,1513,181,600,911,95,154,1021,1
"715",93,1387,272,32,137,640,905,138,58,1396,138,644,911,135,121,946,0.993788819875776
"716",91,1454,268,31,133,618,908,100,47,1463,134,622,914,125,153,1022,0.993569131832797
"717",89,1445,256,45,113,537,852,156,43,1445,113,537,852,106,144,1031,1
"718",99,1458,285,36,96,563,830,87,56,2187,144,845,1245,120,149,1041,0.666272189349112
"719",61,1375,228,34,82,470,817,131,69,1375,82,470,817,128,158,1031,1
"720",74,1274,236,35,107,588,1006,154,77,1274,107,588,1006,114,121,896,1
"721",70,1342,238,30,106,566,978,160,63,1342,106,566,978,139,116,968,1
"722",90,1394,251,34,115,580,861,160,70,1403,116,584,866,122,143,994,0.993150684931507
"723",86,1404,237,35,144,586,920,177,53,1404,144,586,920,140,160,988,1
"724",84,1478,262,29,192,514,928,169,46,1478,192,514,928,128,137,995,1
"725",88,1342,248,25,123,482,928,208,56,1350,124,485,934,122,132,946,0.993814432989691
"726",75,1362,243,28,128,493,1028,128,71,1362,128,493,1028,121,108,963,1
"727",91,1466,284,40,125,466,913,166,66,1466,125,466,913,102,126,1017,1
"728",90,1418,281,44,99,563,888,125,65,1418,99,563,888,96,128,994,1
"729",73,1457,261,28,137,485,1025,142,59,1457,137,485,1025,120,133,1031,1
"730",94,1623,300,51,176,551,1049,169,72,2306,250,783,1491,104,129,1096,0.703703703703704
"731",96,1492,312,39,181,584,1064,214,77,1679,204,657,1197,89,158,960,0.888888888888889
"732",81,1398,259,36,191,604,1134,171,63,1398,191,604,1134,121,145,912,1
"733",76,1386,269,27,142,518,1113,190,67,1386,142,518,1113,106,129,948,1
"734",77,1441,298,28,138,608,1107,95,42,1441,138,608,1107,122,142,977,1
"735",95,1527,310,37,208,566,1118,163,54,1518,207,563,1111,104,136,972,1.00532859680284
"736",85,1545,302,36,200,559,995,99,38,1545,200,559,995,111,156,1007,1
"737",66,1464,304,22,176,468,1172,103,54,1464,176,468,1172,138,136,962,1
"738",78,1386,297,21,169,583,1188,116,52,1386,169,583,1188,120,169,899,1
"739",69,1349,239,21,182,524,1326,80,34,1349,182,524,1326,141,152,907,1
"740",76,1380,287,28,194,599,1335,77,25,1380,194,599,1335,113,123,871,1
"741",73,1453,335,15,222,611,1303,72,23,1453,222,611,1303,104,133,881,1
"742",80,1419,291,12,217,614,1192,124,33,1419,217,614,1192,128,139,899,1
"743",70,1358,170,94,45,693,624,266,193,2200,73,1123,1011,630,135,1049,0.617097061442565
"744",64,1562,235,81,14,289,388,149,76,1861,17,344,462,392,118,1232,0.840116279069767
"745",82,1669,295,81,39,367,424,167,76,1988,46,437,505,342,114,1254,0.839816933638444
"746",89,1464,267,110,36,300,689,203,200,1694,42,347,797,373,115,1051,0.864553314121037
"747",92,1438,241,97,29,329,766,191,117,1543,31,353,822,274,92,1071,0.932011331444759
"748",80,1386,222,76,19,301,616,198,117,1458,20,317,788,245,88,1069,0.949526813880126
"749",94,1605,254,77,13,349,495,215,123,1699,14,370,540,230,118,1261,0.943243243243243
"750",91,1301,194,72,12,357,583,206,123,1387,13,380,747,281,146,1023,0.939473684210526
"751",75,1288,183,86,11,300,501,184,78,1364,12,318,547,293,116,1008,0.943396226415094
"752",85,1589,252,86,21,375,405,221,200,1682,22,397,485,320,114,1230,0.944584382871537
"753",79,1486,232,82,13,431,530,205,97,1573,14,456,546,303,131,1159,0.945175438596491
"754",92,1438,220,79,17,448,594,204,117,1533,18,477,633,258,132,1122,0.939203354297694
"755",54,1336,188,74,11,476,725,177,166,1415,12,504,768,316,126,1063,0.944444444444444
"756",61,1290,180,84,21,522,726,147,125,1375,22,556,774,290,87,1005,0.938848920863309
"757",81,1330,245,69,17,549,636,168,89,1399,18,578,669,244,137,999,0.949826989619377
"758",93,1288,229,67,14,578,627,221,117,1355,15,608,660,255,143,978,0.950657894736842
"759",93,1383,225,85,11,626,492,210,112,1764,14,799,628,264,105,1062,0.783479349186483
"760",98,1478,296,84,28,580,428,132,91,1723,33,676,499,234,119,1070,0.857988165680473
"761",103,1656,316,100,37,604,399,77,97,1742,39,635,420,195,130,1203,0.951181102362205
"762",99,1742,373,95,44,655,396,53,44,1832,46,689,417,215,130,1230,0.950653120464441
"763",82,1624,337,77,34,583,348,94,61,1708,36,613,366,211,147,1176,0.951060358890702
"764",87,1688,319,79,62,670,407,84,82,1787,66,709,431,240,151,1228,0.944992947813822
"765",71,1673,324,62,43,521,393,89,59,1771,46,552,416,213,138,1244,0.943840579710145
"766",74,1697,300,61,55,547,399,95,81,1785,58,575,420,223,154,1281,0.951304347826087
"767",93,1608,350,52,28,479,349,93,45,1692,29,504,367,181,161,1178,0.950396825396825
"768",70,1558,340,55,28,403,388,67,76,1650,30,427,411,214,155,1135,0.943793911007026
"769",65,1615,315,64,36,397,448,53,55,1699,38,418,471,232,197,1200,0.949760765550239
"770",86,1625,313,84,66,483,387,80,91,1732,70,515,412,211,173,1162,0.937864077669903
"771",85,1740,377,62,76,515,485,54,49,1830,80,542,510,247,164,1225,0.950184501845018
"772",82,1696,338,73,75,584,455,66,63,1784,79,614,479,243,150,1210,0.95114006514658
"773",93,1646,330,79,83,603,484,55,58,1754,88,643,516,201,137,1154,0.937791601866252
"774",80,1466,234,83,54,481,457,39,43,1573,58,516,490,168,136,1095,0.932170542635659
"775",87,1577,320,80,108,600,580,82,54,1659,114,631,610,165,161,1069,0.950871632329635
"776",92,1605,320,95,120,586,645,88,38,1711,128,625,687,162,155,1070,0.9376
"777",92,1567,306,83,89,586,604,76,48,1648,94,616,635,189,156,1089,0.951298701298701
"778",94,1496,302,64,106,546,628,56,38,1574,112,574,661,156,173,1024,0.951219512195122
"779",79,1420,262,88,108,539,636,66,49,1494,114,567,669,149,166,962,0.950617283950617
"780",79,1414,235,61,53,526,572,73,78,1487,56,553,602,171,184,1065,0.951175406871609
"781",87,1423,260,48,58,600,552,50,61,1507,61,635,584,166,194,1057,0.94488188976378
"782",82,1395,241,54,73,564,646,21,35,1559,82,630,722,141,166,1027,0.895238095238095
"783",72,1352,245,59,83,532,733,60,52,1422,87,560,771,155,155,965,0.95
"784",84,1464,246,54,118,528,641,31,26,1540,124,555,674,109,187,1046,0.951351351351351
"785",101,1603,253,56,162,675,601,56,46,1675,169,705,628,119,191,1132,0.957446808510638
"786",94,1429,204,61,118,632,562,46,42,1503,124,665,591,108,202,1046,0.950375939849624
"787",97,1491,234,48,173,729,656,42,36,1568,182,767,690,136,158,1036,0.950456323337679
"788",98,1416,219,37,147,637,665,55,37,1490,155,670,700,141,159,1013,0.950746268656716
"789",97,1500,211,31,168,641,718,35,31,1578,177,674,755,133,207,1090,0.951038575667656
"790",117,1439,198,41,164,670,703,32,35,1514,173,705,740,135,156,1036,0.950354609929078
"791",98,1394,205,33,156,761,752,29,25,1466,164,801,791,114,160,1000,0.950062421972534
"792",93,1321,209,24,161,716,804,42,34,1390,169,753,846,136,137,927,0.950863213811421
"793",80,1381,211,28,148,626,832,42,50,1462,157,663,881,156,163,994,0.944193061840121
"794",82,1419,222,33,170,523,867,53,52,1502,180,554,918,161,181,994,0.944043321299639
"795",94,1462,227,26,176,455,758,35,38,1538,185,479,797,134,145,1033,0.949895615866388
"796",78,1502,259,39,151,495,724,34,11,1511,152,498,728,140,143,1053,0.993975903614458
"797",80,1341,202,22,180,502,939,35,16,1341,180,502,939,139,168,937,1
"798",79,1314,214,29,169,469,1102,59,36,1314,169,469,1102,143,129,902,1
"799",79,1386,208,22,164,500,1063,79,51,1386,164,500,1063,118,149,992,1
"800",81,1300,156,25,155,450,914,53,41,1300,155,450,914,138,132,964,1
"801",75,1282,213,35,131,413,984,53,65,1282,131,413,984,115,138,903,1
"802",87,1274,211,36,75,430,863,116,61,1282,75,433,868,127,131,952,0.993071593533487
"803",62,1280,174,24,120,538,912,86,37,1288,121,541,918,143,154,962,0.994454713493531
"804",76,1358,197,23,183,503,909,25,36,1358,183,503,909,133,168,955,1
"805",60,1303,200,20,109,467,868,57,37,1303,109,467,868,116,159,974,1
"806",75,1267,194,19,95,436,791,51,55,1316,99,453,821,115,163,959,0.962472406181015
"807",71,1429,205,29,158,471,793,60,68,1429,158,471,793,138,174,1037,1
"808",77,1395,201,19,131,432,756,79,68,1395,131,432,756,143,157,1044,1
"809",80,1436,205,25,156,535,680,108,91,1463,159,545,693,137,159,1050,0.981651376146789
"810",83,1450,193,39,87,488,643,76,70,1477,89,497,655,123,162,1131,0.981891348088531
"811",70,1426,227,46,108,497,711,65,64,1453,110,506,724,123,145,1045,0.982213438735178
"812",82,1397,207,29,139,661,791,144,91,1406,140,665,796,127,150,1022,0.993984962406015
"813",80,1536,224,41,90,625,633,119,59,1555,91,633,641,106,145,1181,0.987361769352291
"814",82,1450,236,33,61,539,596,187,58,2281,96,848,937,137,143,1120,0.63561320754717
"815",70,1451,249,31,86,605,691,109,71,1451,86,605,691,122,174,1085,1
"816",75,1498,222,39,123,600,815,126,77,1498,123,600,815,146,163,1114,1
"817",60,1465,254,31,116,492,817,132,72,1465,116,492,817,141,161,1064,1
"818",84,1620,270,45,157,456,944,141,54,1620,157,456,944,156,148,1148,1
"819",61,1476,267,30,187,489,977,140,54,1476,187,489,977,152,128,992,1
"820",78,1435,235,28,134,416,866,97,50,1435,134,416,866,124,131,1038,1
"821",73,1340,221,26,127,499,934,74,51,1340,127,499,934,118,126,966,1
"822",77,1465,266,41,110,458,836,107,52,1465,110,458,836,117,146,1048,1
"823",57,1390,236,26,79,449,888,84,58,1390,79,449,888,142,150,1049,1
"824",76,1495,227,24,127,448,885,144,67,1495,127,448,885,141,176,1117,1
"825",76,1547,264,31,141,488,843,159,55,1547,141,488,843,148,174,1111,1
"826",95,1670,344,29,239,548,902,188,69,2394,343,786,1293,129,171,1058,0.697201017811705
"827",113,1644,314,26,233,610,862,149,60,1850,262,686,970,114,160,1071,0.889212827988338
"828",100,1675,337,23,219,675,849,161,50,1685,220,679,854,125,157,1096,0.994108983799705
"829",87,1599,303,22,221,621,961,119,59,1609,222,625,967,109,160,1053,0.9936
"830",97,1629,309,32,209,743,1099,147,50,1629,209,743,1099,106,153,1079,1
"831",90,1639,310,30,221,685,1057,113,34,1639,221,685,1057,72,149,1078,1
"832",91,1559,294,37,212,577,1076,79,41,1559,212,577,1076,107,137,1016,1
"833",74,1349,255,26,192,542,1000,52,37,1349,192,542,1000,113,161,876,1
"834",68,1413,296,26,158,466,1062,86,61,1413,158,466,1062,126,178,933,1
"835",80,1565,345,29,184,606,1009,94,55,1565,184,606,1009,106,152,1007,1
"836",93,1522,337,30,207,503,1093,62,36,1522,207,503,1093,106,156,948,1
"837",78,1576,351,27,196,556,1204,55,23,1576,196,556,1204,118,165,1002,1
"838",69,1711,265,117,34,634,430,224,200,2132,42,790,536,663,117,1295,0.80253164556962
"839",70,1464,201,112,42,595,715,357,96,1719,49,698,839,573,112,1109,0.85243553008596
"840",96,1481,192,93,19,659,673,427,201,1790,23,797,814,475,140,1177,0.826850690087829
"841",72,1316,182,72,24,626,627,331,201,1556,28,740,741,448,131,1038,0.845945945945946
"842",48,1447,220,95,17,464,573,439,96,1789,21,574,709,712,83,1115,0.808362369337979
"843",61,1321,157,72,15,387,686,433,171,1621,18,475,842,589,86,1077,0.814736842105263
"844",54,1317,162,72,26,610,582,187,64,1616,32,749,714,497,106,1057,0.814419225634179
"845",76,1508,213,103,26,605,541,282,96,1758,30,705,631,565,152,1166,0.858156028368794
"846",101,1495,213,104,28,600,583,245,201,1625,30,652,634,441,131,1150,0.920245398773006
"847",92,1804,281,124,41,673,290,319,96,2283,52,852,367,492,96,1358,0.789906103286385
"848",85,1811,303,113,46,591,378,276,193,2274,58,742,475,432,118,1349,0.796495956873315
"849",105,1773,242,83,36,588,450,233,112,2209,45,733,561,434,85,1412,0.802182810368349
"850",101,1852,262,91,35,552,400,221,123,2344,44,699,506,354,145,1464,0.789699570815451
"851",85,1699,237,109,20,538,425,224,200,2101,25,665,526,318,166,1333,0.809022556390977
"852",88,1499,176,61,20,593,333,101,50,1630,22,645,362,322,149,1242,0.91937984496124
"854",77,1895,244,8,8,93,0,414,200,5203,22,255,0,1225,135,1635,0.364705882352941
"855",73,1685,206,31,0,58,0,164,58,4074,0,140,0,931,109,1448,0.414285714285714
"858",100,1698,181,59,14,157,381,272,171,4585,38,424,1029,686,100,1444,0.370283018867925
"859",87,1646,257,107,16,134,419,438,193,3333,32,271,848,863,97,1266,0.494464944649447
"860",43,1314,184,73,14,152,541,225,200,2661,28,308,1096,865,99,1043,0.493506493506494
"861",67,1507,278,59,142,388,944,146,90,1507,142,388,944,167,149,1028,1
"862",73,1520,285,54,173,523,1054,126,73,2105,240,724,1459,116,162,1008,0.722375690607735
"863",87,1582,291,48,225,545,1061,141,66,1780,253,613,1194,120,164,1018,0.889070146818923
"864",83,1607,297,37,221,527,1108,201,66,1607,221,527,1108,149,167,1052,1
"865",83,1611,269,40,239,562,1060,137,65,1611,239,562,1060,111,202,1063,1
"866",77,1640,333,36,183,469,949,67,47,1640,183,469,949,102,193,1088,1
"867",72,1644,305,39,223,508,863,70,43,1644,223,508,863,118,186,1077,1
"868",82,1664,320,53,161,601,907,131,61,1664,161,601,907,94,176,1130,1
"869",73,1663,324,61,213,511,1027,132,54,1663,213,511,1027,96,167,1065,1
"870",73,1508,283,41,152,497,1043,103,53,1508,152,497,1043,112,158,1032,1
"871",74,1472,330,31,198,619,1134,63,37,1472,198,619,1134,116,165,913,1
"872",68,1531,331,34,202,568,1181,44,33,1531,202,568,1181,89,161,964,1
"873",67,1477,280,34,150,509,1103,65,32,1477,150,509,1103,118,158,1013,1
"874",76,1504,325,54,157,561,1108,85,50,1504,157,561,1108,91,190,968,1
"875",106,1585,182,97,40,227,744,481,200,2445,62,350,1148,821,52,1266,0.648571428571429
"876",73,1321,226,46,18,212,899,481,193,2352,32,377,1600,817,91,1031,0.562334217506631
"877",89,1564,216,96,35,456,415,245,171,1877,42,547,498,492,152,1217,0.83363802559415
"878",77,1464,193,108,14,348,627,152,152,1744,17,415,747,335,98,1149,0.83855421686747
"879",66,1312,164,74,12,367,677,119,104,1398,13,391,722,291,98,1062,0.938618925831202
"880",84,1280,201,57,14,397,572,137,120,1355,15,420,687,280,85,1008,0.945238095238095
"881",77,1299,167,70,11,362,726,224,200,1412,12,394,906,282,94,1051,0.918781725888325
"882",95,1426,211,91,20,339,582,175,168,1510,21,359,669,316,101,1104,0.944289693593315
"883",94,1624,242,101,32,495,440,290,96,1708,34,521,531,328,82,1249,0.950095969289827
"884",73,1457,200,91,20,561,403,286,96,1543,21,594,393,349,96,1146,0.944444444444444
"885",70,1423,191,107,25,525,530,231,193,1507,26,556,561,314,111,1100,0.944244604316547
"886",85,1396,206,89,26,590,569,223,163,1478,28,625,602,302,107,1075,0.944
"887",92,1442,212,101,18,573,556,200,117,1517,19,603,585,222,116,1111,0.950248756218905
"888",83,1394,216,82,26,511,504,173,106,1476,28,541,534,248,101,1070,0.944547134935305
"889",71,1367,181,72,17,581,489,158,74,1758,22,747,629,273,99,1097,0.777777777777778
"890",93,1526,257,97,27,496,494,140,134,1766,31,574,572,237,94,1145,0.86411149825784
"891",64,1481,240,76,32,504,411,80,69,1558,34,530,432,241,100,1133,0.950943396226415
"892",83,1726,263,92,57,558,398,82,64,1816,60,587,419,202,142,1314,0.950596252129472
"893",87,1661,284,73,43,627,405,92,65,1747,45,660,426,210,108,1261,0.95
"894",90,1687,331,80,37,639,421,105,80,1775,39,672,443,196,149,1239,0.950892857142857
"895",85,1705,291,88,53,673,406,102,66,1794,56,708,427,180,150,1273,0.950564971751412
"896",72,1553,279,102,65,493,461,119,81,1634,68,519,485,223,147,1107,0.94990366088632
"897",74,1758,357,102,116,548,522,100,76,1849,122,576,549,255,157,1183,0.951388888888889
"898",79,1582,313,95,86,485,534,103,74,1664,90,510,562,198,164,1088,0.950980392156863
"899",64,1532,307,73,45,505,492,123,79,1612,47,531,518,232,146,1107,0.951035781544256
"900",82,1587,312,86,86,521,561,111,53,1703,92,559,602,200,165,1103,0.932021466905188
"901",106,1729,367,56,78,672,555,131,58,1819,82,707,584,164,158,1228,0.95049504950495
"902",100,1688,323,89,114,673,489,75,48,1811,122,722,525,135,165,1162,0.93213296398892
"903",87,1723,343,58,99,673,486,77,52,1813,104,708,511,162,167,1223,0.950564971751412
"904",94,1695,325,65,158,690,748,94,47,1783,166,726,787,155,157,1147,0.950413223140496
"905",88,1508,230,55,144,729,611,80,43,1586,151,767,643,155,181,1079,0.950456323337679
"906",85,1564,291,70,130,652,623,93,40,1645,137,686,655,208,155,1073,0.950437317784257
"907",95,1629,328,68,141,698,585,69,41,1714,148,734,615,204,122,1092,0.950953678474114
"908",79,1485,260,58,85,633,614,45,29,1562,89,666,646,196,136,1082,0.95045045045045
"909",82,1474,210,49,81,508,582,42,45,1551,85,534,612,186,137,1134,0.951310861423221
"910",93,1478,231,46,63,560,526,64,58,1555,66,589,553,200,194,1138,0.950764006791171
"911",93,1424,240,50,82,547,564,64,57,1508,87,579,597,167,183,1052,0.944732297063903
"912",97,1444,223,43,114,654,648,68,43,1519,120,688,682,163,145,1064,0.950581395348837
"913",89,1434,246,44,108,802,594,55,63,1508,114,844,625,163,149,1036,0.950236966824645
"914",82,1469,230,61,82,706,530,23,34,1545,86,743,558,163,150,1096,0.950201884253028
"915",92,1478,226,54,93,790,528,41,55,1555,98,831,555,139,183,1105,0.950661853188929
"916",100,1597,300,53,120,760,505,24,42,1680,126,799,531,126,204,1124,0.951188986232791
"917",77,1486,243,37,109,598,552,39,36,1563,115,629,581,171,175,1097,0.950715421303657
"918",53,1344,200,39,108,582,636,28,40,1414,114,612,669,157,153,997,0.950980392156863
"919",72,1421,226,43,95,518,634,50,46,1495,100,545,667,134,138,1057,0.95045871559633
"920",83,1480,222,40,137,674,613,43,23,1557,144,709,645,146,167,1081,0.950634696755994
"921",86,1572,220,53,158,677,650,45,27,1654,166,712,684,147,159,1141,0.950842696629214
"922",82,1447,236,39,122,530,676,38,49,1522,128,558,711,127,159,1050,0.949820788530466
"923",81,1456,241,43,115,487,713,50,34,1532,121,512,750,112,147,1057,0.951171875
"924",75,1308,198,36,158,669,766,69,34,1376,166,704,806,144,145,916,0.950284090909091
"925",101,1481,215,53,180,673,867,98,36,1481,180,673,867,146,147,1033,1
"926",86,1360,192,36,210,655,900,69,21,1368,211,659,906,157,115,922,0.993930197268589
"927",79,1388,195,36,148,592,908,73,32,1388,148,592,908,113,124,1009,1
"928",85,1394,199,57,157,517,912,60,27,1394,157,517,912,109,137,981,1
"929",89,1278,190,27,162,554,952,57,41,1278,162,554,952,114,126,899,1
"930",88,1383,224,45,179,551,987,41,34,1383,179,551,987,117,142,935,1
"931",91,1315,192,36,152,626,994,37,21,1315,152,626,994,130,126,935,1
"932",103,1292,190,39,185,521,964,26,32,1292,185,521,964,101,133,878,1
"933",90,1316,188,29,182,578,922,35,28,1316,182,578,922,126,130,917,1
"934",79,1282,207,38,148,656,825,29,30,1282,148,656,825,132,142,889,1
"935",91,1399,214,38,179,540,854,35,43,1399,179,540,854,106,156,968,1
"936",89,1252,186,33,127,502,824,18,22,1300,132,521,856,100,142,906,0.963531669865643
"937",85,1400,213,32,157,509,722,28,30,1400,157,509,722,112,144,998,1
"938",72,1375,200,35,131,436,784,67,38,1375,131,436,784,158,155,1009,1
"939",58,1363,174,40,127,390,888,64,58,1389,129,397,905,176,144,1022,0.982367758186398
"940",74,1410,208,38,102,453,735,108,59,1419,103,456,740,169,162,1062,0.993421052631579
"941",74,1480,228,45,166,452,764,60,46,1480,166,452,764,140,153,1041,1
"942",86,1520,218,34,129,563,695,90,38,1520,129,563,695,117,177,1139,1
"943",86,1455,222,35,165,579,819,177,87,1464,166,583,824,121,185,1033,0.993138936535163
"944",84,1543,232,53,143,645,844,75,68,1543,143,645,844,129,165,1115,1
"945",89,1370,220,43,97,600,743,91,55,2036,144,892,1104,97,162,1010,0.672645739910314
"946",83,1489,237,40,177,470,807,93,66,1489,177,470,807,115,165,1035,1
"947",92,1530,283,53,156,508,831,93,53,1530,156,508,831,124,142,1038,1
"948",104,1529,254,46,187,602,941,106,68,1529,187,602,941,124,162,1042,1
"949",85,1422,256,45,203,529,932,75,41,1431,204,532,938,142,153,918,0.994360902255639
"950",87,1447,234,30,198,613,885,138,58,1447,198,613,885,108,163,985,1
"951",98,1535,274,32,225,653,913,106,50,1535,225,653,913,122,147,1004,1
"952",88,1358,213,28,143,588,841,87,42,1358,143,588,841,109,129,974,1
"953",59,1315,198,24,116,585,899,103,50,1315,116,585,899,130,153,977,1
"954",79,1418,241,32,172,634,952,82,57,1418,172,634,952,131,178,973,1
"955",84,1372,259,26,209,699,1185,109,47,1372,209,699,1185,104,171,878,1
"956",75,1411,256,16,182,675,1055,66,45,1411,182,675,1055,116,164,957,1
"957",85,1546,282,38,178,765,1122,104,63,1546,178,765,1122,132,148,1048,1
"958",75,1476,304,35,227,733,1264,65,46,2079,320,1033,1781,116,127,910,0.709583736689255
"959",68,1355,257,33,179,620,1110,82,41,1524,201,698,1249,119,161,886,0.888252148997135
"960",79,1415,268,32,176,578,1164,161,72,1415,176,578,1164,91,146,939,1
"961",65,1494,306,29,165,455,1070,122,62,1494,165,455,1070,115,164,994,1
"962",69,1442,291,34,213,461,1056,109,70,1451,214,464,1063,107,156,904,0.993534482758621
"963",79,1553,307,41,177,562,982,83,38,1553,177,562,982,105,171,1028,1
"964",66,1439,291,60,139,466,972,133,61,1439,139,466,972,131,165,949,1
